CourseId,Title,Category,Total_enrollment,Total_Completions,completion_rate
COR0805,Introduction to Software Engineering,Software Development,315,256,81.26984126984127
COR0806,Introduction to Medical Software,Design and Product,2385,1332,55.84905660377358
COR0807,Introduction to Finance: The Basics,Finance,2282,1257,55.083260297984225
COR0808,Natural Language Processing with Attention Models,Machine Learning,2772,1954,70.49062049062049
COR0809,Introduction to Technical Support ,Support and Operations,4453,3082,69.21176734785539
COR0810,Entrepreneurship 1: Developing the Opportunity,Finance,3744,2825,75.45405982905983
COR0811,Vital Signs: Understanding What the Body Is Telling Us,Patient Care,232,142,61.206896551724135
COR0812,International Leadership and Organizational Behavior,Leadership and Management,4410,4003,90.77097505668934
COR0813,An Introduction to Consumer Neuroscience & Neuromarketing ,Leadership and Management,2881,2541,88.19854217285665
COR0814,Create High-Fidelity Designs and Prototypes in Figma,Design and Product,3167,2563,80.92832333438585
COR0815,Improving Communication Skills,Personal Development,539,535,99.25788497217069
COR0816,The Manager's Toolkit: A Practical Guide to Managing People at Work,Leadership and Management,1501,1400,93.2711525649567
COR0817,Health Behavior Change: From Evidence to Action,Public Health,1339,1223,91.33681852128454
COR0818,Programming with JavaScript,Mobile and Web Development,3040,1781,58.58552631578947
COR0819,Clinical Terminology for International and U.S. Students,Patient Care,3764,2420,64.29330499468651
COR0820,Réussir le Changement,Leadership and Management,4016,2611,65.01494023904382
COR0821,Positive Psychology: Martin E. P. Seligman’s Visionary Science,Psychology,2144,2063,96.22201492537313
COR0822,"Aspectos básicos: Datos, datos, en todas partes",Data Analysis,1883,1274,67.65799256505576
COR0823,Fundamentals of Reinforcement Learning,Machine Learning,2543,1474,57.96303578450649
COR0824,Dino 101: Dinosaur Paleobiology,Basic Science,3442,2697,78.35560720511332
COR0825,Fundamentos de la gestión de proyectos,Leadership and Management,4794,4200,87.60951188986232
COR0826,Introducción a la programación en Python I: Aprendiendo a programar con Python,Software Development,658,643,97.72036474164135
COR0827,Fundamentals of Music Theory,Music and Art,3957,2102,53.12105130149103
COR0828,Oil & Gas Industry Operations and Markets ,Environmental Science and Sustainability,4897,2743,56.013886052685315
COR0829,Data Visualization with Python,Data Analysis,2960,2597,87.73648648648648
COR0830,Sales and CRM Overview,Business Essentials,2404,1609,66.93011647254575
COR0831,Mathematics for Machine Learning: Linear Algebra,Machine Learning,4032,2975,73.78472222222221
COR0832,Introduction to Corporate Finance,Finance,3293,2573,78.13543880959611
COR0833,How to Manage a Remote Team,Leadership and Management,1956,1881,96.16564417177914
COR0834,Construction Project Management,Business Strategy,4751,3676,77.37318459271732
COR0835,Science of Exercise,Basic Science,3198,3131,97.90494058786742
COR0836,"Sequences, Time Series and Prediction",Machine Learning,747,379,50.73627844712182
COR0837,Supply Chain Principles,Business Essentials,2943,1802,61.23003737682636
COR0838,SAP Professional Fundamentals,Leadership and Management,626,353,56.38977635782748
COR0839,Visualizing the Living Body: Diagnostic Imaging,Patient Care,2267,1350,59.55006616674019
COR0840,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,Probability and Statistics,3120,1612,51.66666666666667
COR0841,Excel Skills for Business: Intermediate I,Business Essentials,1657,1467,88.53349426674714
COR0842,Natural Language Processing in TensorFlow,Machine Learning,3916,2748,70.17364657814096
COR0843,Write A Feature Length Screenplay For Film Or Television,Music and Art,2007,1924,95.86447433981067
COR0844,ADHD: Everyday Strategies for Elementary Students,Education,4164,3367,80.85975024015369
COR0845,Financial Accounting Fundamentals,Business Essentials,1873,987,52.696209289909234
COR0846,Introduction to Programming with MATLAB,Software Development,2336,1202,51.455479452054796
COR0847,Using Python to Access Web Data,Software Development,494,483,97.77327935222672
COR0848,Dog Emotion and Cognition,Animal Health,941,643,68.33156216790648
COR0849,"Introduction to Web Development with HTML, CSS, JavaScript",Mobile and Web Development,4763,3194,67.0585765273987
COR0850,Analyze Datasets and Train ML Models using AutoML,Machine Learning,1934,1604,82.93691830403309
COR0851,Terrorism and Counterterrorism: Comparing Theory and Practice,Governance and Society,4275,3199,74.83040935672514
COR0852,"Speak English Professionally: In Person, Online & On the Phone",Learning English,3475,2589,74.50359712230215
COR0853,Assess for Success: Marketing Analytics and Measurement,Marketing,2819,1551,55.01951046470379
COR0854,English for Journalism,Learning English,4849,3082,63.55949680346463
COR0855,The Power of Statistics,Probability and Statistics,2204,1978,89.7459165154265
COR0856,Visual Elements of User Interface Design,Music and Art,2577,1968,76.36786961583236
COR0857,Work Smarter with Microsoft Excel,Business Essentials,622,314,50.482315112540185
COR0858,Supply Chain Logistics,Business Essentials,4073,3213,78.8853424993862
COR0859,Teamwork Skills: Communicating Effectively in Groups,Leadership and Management,3046,3016,99.0151017728168
COR0860,Exploratory Data Analysis for Machine Learning,Machine Learning,2624,2222,84.6798780487805
COR0861,"Penetration Testing, Incident Response and Forensics",Security,2429,1965,80.8974886784685
COR0862,Version Control,Mobile and Web Development,3185,2647,83.10832025117739
COR0863,Work Smarter with Microsoft Word,Cloud Computing,4895,4338,88.62104187946885
COR0864,Arts and Heritage Management,Marketing,2098,1994,95.04289799809342
COR0865,Innovation Management,Business Strategy,2146,1697,79.07735321528425
COR0866,Introduction to Spreadsheets and Models,Business Essentials,4503,3604,80.0355318676438
COR0867,Wind Energy,Mechanical Engineering,3905,3750,96.03072983354673
COR0868,AI for Medical Diagnosis,Machine Learning,3628,2220,61.19073869900772
COR0869,Accounting: Principles of Financial Accounting,Finance,313,259,82.74760383386581
COR0870,Write Your First Novel,Music and Art,1586,826,52.08070617906684
COR0871,Social Media Management ,Marketing,138,137,99.27536231884058
COR0872,"Decisions, Decisions: Dashboards and Reports",Data Analysis,4298,4134,96.18427175430433
COR0873,COVID-19 Contact Tracing,Public Health,996,745,74.79919678714859
COR0874,Camino a la Excelencia en Gestión de Proyectos,Leadership and Management,1005,874,86.96517412935323
COR0875,Introduction to Hardware and Operating Systems,Support and Operations,1775,1581,89.07042253521126
COR0876,Introduction to Embedded Systems Software and Development Environments,Electrical Engineering,402,361,89.80099502487562
COR0877,Introduction to Financial Engineering and Risk Management,Finance,1179,833,70.65309584393555
COR0878,English for Business and Entrepreneurship,Learning English,1007,662,65.73982125124131
COR0879,Natural Language Processing with Sequence Models,Machine Learning,2365,1996,84.39746300211416
COR0880,Design Thinking for the Greater Good: Innovation in the Social Sector,Education,4364,3737,85.63244729605867
COR0881,What is Compliance?,Business Essentials,1898,963,50.73761854583773
COR0882,Hands-on Introduction to Linux Commands and Shell Scripting,Software Development,3527,3018,85.56847178905585
COR0883,Getting Started with AI using IBM Watson,Machine Learning,1599,1455,90.99437148217636
COR0884,Microsoft Power Platform Fundamentals,Cloud Computing,2947,1586,53.81744146589752
COR0885,Machine Learning Introduction for Everyone,Machine Learning,3592,2861,79.64922048997772
COR0886,Financing and Investing in Infrastructure,Finance,4760,2538,53.319327731092436
COR0887,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Algorithms,4907,4018,81.8830242510699
COR0888,Modern Art & Ideas,Music and Art,1867,1572,84.19925013390466
COR0889,Fundamentals of Technology Sales,Business Essentials,4375,3622,82.78857142857143
COR0890,Creative Writing: The Craft of Plot,Music and Art,1525,1187,77.8360655737705
COR0891,Miracles of Human Language: An Introduction to Linguistics,Other Languages,4289,2438,56.843086966658895
COR0892,Liabilities and Equity in Accounting,Business Essentials,276,160,57.971014492753625
COR0893,Biology Meets Programming: Bioinformatics for Beginners,Health Informatics,2769,2351,84.90429758035391
COR0894,The Business of Product Management I,Leadership and Management,385,199,51.688311688311686
COR0895,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Mechanical Engineering,4997,2918,58.39503702221332
COR0896,Solar Energy Basics,Environmental Science and Sustainability,3681,2075,56.37055148057593
COR0897,Learning to Teach Online,Education,3743,2506,66.95164306705851
COR0898,Introduction to Deep Learning & Neural Networks with Keras,Machine Learning,4230,2408,56.92671394799055
COR0899,Network Security & Database Vulnerabilities ,Security,1776,905,50.95720720720721
COR0900,Digital Transformation,Leadership and Management,2085,2004,96.11510791366906
COR0901,Project Management: Foundations and Initiation,Leadership and Management,3288,2750,83.63746958637469
COR0902,Responsive Web Design in Adobe XD,Design and Product,2096,1284,61.25954198473282
COR0903,Marketing Digital,Marketing,1322,684,51.73978819969742
COR0904,Using Python to Interact with the Operating System,Support and Operations,2651,1521,57.37457563183705
COR0905,The Arts and Science of Relationships: Understanding Human Needs,Personal Development,3550,2512,70.7605633802817
COR0906,"Make the Sale: Build, Launch, and Manage E-commerce Stores",Marketing,4102,4071,99.2442710872745
COR0907,Diversity and Inclusion for HR Professionals,Leadership and Management,3489,2991,85.72656921754084
COR0908,Instructional Methods in Health Professions Education,Public Health,1760,1502,85.3409090909091
COR0909,Schizophrenia,Psychology,321,285,88.78504672897196
COR0910,Inclusive Leadership: The Power of Workplace Diversity,Education,2218,1143,51.53291253381425
COR0911,Managing the Company of the Future,Leadership and Management,454,261,57.48898678414097
COR0912,Foundations of Business Strategy,Business Strategy,4591,2491,54.25833151818777
COR0913,Introduction to Google SEO,Marketing,1839,1535,83.46927678085916
COR0914,Implant Dentistry,Basic Science,1983,1627,82.04740292486133
COR0915,Healing with the Arts,Personal Development,309,166,53.72168284789643
COR0916,Introduction to Data Science in Python,Data Analysis,1933,1667,86.23900672529746
COR0917,People Analytics,Leadership and Management,4228,2287,54.09176915799432
COR0918,Six Sigma Principles ,Business Essentials,1555,1083,69.64630225080386
COR0919,"Excel/VBA for Creative Problem Solving, Part 1",Algorithms,4904,4579,93.37275693311582
COR0920,Fundamentals of Visualization with Tableau,Data Analysis,1141,1041,91.23575810692375
COR0921,Operational Research for Humanitarians,Research,141,79,56.02836879432624
COR0922,Introduction to Probability and Data with R,Data Analysis,699,525,75.10729613733905
COR0923,Business Model Innovation,Business Strategy,4518,3390,75.0332005312085
COR0924,Data-Driven Decisions with Power BI,Business Essentials,4570,3681,80.54704595185996
COR0925,Greek and Roman Mythology,Philosophy,4621,3535,76.4985933780567
COR0926,Getting Started with Git and GitHub,Software Development,2256,1140,50.53191489361703
COR0927,Agile Meets Design Thinking,Design and Product,3919,3841,98.00969635110998
COR0928,Google SEO Fundamentals,Marketing,3203,2991,93.38120512019982
COR0929,Introduction to Cyber Attacks,Computer Security and Networks,4433,2245,50.642905481615166
COR0930,Introduction to Agile Development and Scrum,Software Development,4177,3196,76.51424467321044
COR0931,Excel Fundamentals for Data Analysis,Business Essentials,4952,3961,79.98788368336027
COR0932,Creative Thinking: Techniques and Tools for Success,Personal Development,3110,2906,93.44051446945338
COR0933,Mastering Final Cut Pro,Business Essentials,3753,2798,74.55369038102852
COR0934,Introduction to Public Speaking,Business Essentials,629,314,49.92050874403816
COR0935,Children's Human Rights - An Interdisciplinary Introduction,Law,4114,3169,77.02965483714146
COR0936,Data-driven Decision Making,Data Analysis,1259,965,76.64813343923748
COR0937,Cost and Economics in Pricing Strategy,Marketing,1407,983,69.86496090973702
COR0938,Aspectos básicos del diseño de la experiencia del usuario,Design and Product,3087,1549,50.17816650469712
COR0939,Nutrición y obesidad: control de sobrepeso,Nutrition,1200,688,57.333333333333336
COR0940,Positive Psychology ,Psychology,2881,2561,88.89274557445331
COR0941,Security Principles,Security,3472,2957,85.16705069124424
COR0942,Understanding Plants - Part I: What a Plant Knows,Basic Science,4816,2828,58.720930232558146
COR0943,Science Literacy ,Basic Science,232,213,91.8103448275862
